학년,학교,성별,자세 세부 유형,자세 불균형 상태,자세 불균형 개수 (개),목,어깨,허리,엉덩,무릎,발목,자세 등급
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,71,74,67,67,91,95,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,88,90,83,83,98,75,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,78,78,78,96,81,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,69,30,78,78,92,70,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,92,92,82,82,99,92,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,100,70,75,75,96,82,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,76,26,89,89,96,76,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,22,92,19,55,55,89,67,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,65,65,92,70,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,100,27,48,48,89,72,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,100,82,40,40,71,90,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,83,30,64,64,95,73,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,79,89,81,81,88,93,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,30,30,67,67,93,64,2
1학년,중학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,15,95,100,78,78,96,96,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,100,89,68,68,98,76,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,78,30,45,45,90,67,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,64,30,83,83,100,68,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,58,82,78,78,100,94,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,72,30,46,46,93,55,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,60,27,43,43,79,67,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,100,86,96,96,99,82,1
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,15,95,100,93,93,94,97,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,93,98,83,83,100,92,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,24,30,42,42,72,60,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,71,30,68,68,99,60,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,97,61,81,81,98,91,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,82,30,58,58,87,74,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,18,83,84,88,88,92,74,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,99,88,75,75,82,92,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,20,100,64,70,70,96,86,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,67,30,49,49,78,73,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,21,55,93,82,82,92,93,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,18,89,69,95,95,94,95,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,66,30,63,63,89,69,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,96,37,80,80,94,68,2
2학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,17,98,89,89,89,97,97,1
2학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,58,68,83,83,100,92,1
5학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,13,100,74,95,95,94,71,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,66,38,38,51,92,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,97,61,32,32,73,59,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,96,69,79,79,80,81,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,94,57,69,69,92,68,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,49,42,42,74,94,2
5학년,초등학교,남자,O다리 / X다리 위험군,Lv 2 적극 재활 단계,19,68,66,27,27,50,90,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,100,59,93,93,93,96,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,40,71,71,93,84,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,38,45,45,79,87,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,90,55,75,75,99,67,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,73,37,37,20,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,93,70,55,55,94,76,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,60,36,64,64,97,67,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,30,65,59,59,98,85,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,12,81,48,95,95,86,70,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,97,63,74,74,89,89,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,72,71,40,40,57,92,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,100,48,86,86,97,77,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,62,84,35,35,75,93,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,34,74,74,85,94,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,14,92,52,88,88,60,50,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,44,95,95,87,81,1
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,85,41,38,38,52,76,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,11,100,39,97,97,74,34,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,87,46,51,51,75,92,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,94,64,77,77,94,86,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,11,86,78,76,76,100,88,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,100,59,69,69,77,97,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,49,47,47,95,73,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,97,32,60,60,75,85,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,49,78,78,91,75,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,46,67,67,95,84,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,98,67,39,39,59,88,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,90,51,67,67,93,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,90,34,91,91,80,73,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,14,92,57,96,96,67,57,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,64,55,55,89,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,100,40,67,67,94,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,71,59,70,70,92,88,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,100,42,72,72,77,83,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,91,30,69,69,78,91,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,85,63,86,86,97,97,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,100,30,70,70,98,81,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,76,53,76,76,83,92,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,63,51,51,90,92,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,83,30,39,39,71,78,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,90,58,45,45,82,85,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,59,68,68,87,89,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,90,32,66,66,80,90,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,51,36,36,77,87,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,37,42,42,71,91,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,71,58,84,84,87,96,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,76,56,99,99,99,91,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,100,30,75,75,78,93,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,37,73,73,67,69,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,65,54,54,86,97,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,96,30,65,65,93,71,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,100,37,76,76,66,76,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,100,62,87,87,91,95,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,100,31,73,73,95,89,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,97,62,64,64,98,75,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,99,30,48,48,84,76,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,97,42,63,63,89,85,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,100,42,79,79,99,93,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,71,37,87,87,98,63,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,81,46,53,53,89,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,96,81,53,53,89,89,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,69,34,34,96,75,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,95,30,53,53,73,74,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,92,47,47,78,94,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,95,42,58,58,91,67,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,81,83,97,97,91,84,1
5학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,99,64,94,94,89,81,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,90,43,63,63,65,95,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,23,79,64,32,32,84,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,99,70,66,66,100,88,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,96,46,53,53,96,87,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,48,35,35,77,78,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,80,49,49,92,81,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,94,30,84,84,85,63,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,90,66,43,43,58,92,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,70,37,37,32,85,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,96,30,54,54,76,91,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,94,46,86,86,92,54,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,100,83,58,58,91,93,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,10,100,66,79,79,100,90,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,90,41,65,65,88,78,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,100,52,83,83,91,77,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,65,41,41,84,70,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,100,45,80,80,92,82,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,96,49,46,46,63,95,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,94,39,85,85,96,93,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,30,74,74,98,86,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,60,48,48,79,82,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,82,78,39,39,71,94,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,98,64,76,76,99,77,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,95,48,59,59,85,90,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,41,58,58,78,98,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,90,73,50,50,65,95,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,82,69,58,58,94,85,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,100,54,89,89,91,74,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,100,43,75,75,64,80,2
5학년,초등학교,남자,O다리 / X다리 위험군,Lv 2 적극 재활 단계,13,100,75,51,51,69,97,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,80,52,73,73,92,79,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,71,45,77,77,93,81,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,10,100,30,58,58,100,59,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,99,51,79,79,94,94,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,83,36,54,54,93,82,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,81,31,42,42,37,89,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,100,57,62,62,89,90,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,35,76,76,92,96,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,79,40,36,36,43,83,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,33,38,38,69,84,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,94,37,66,66,81,94,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,20,56,48,48,95,76,2
5학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,18,100,57,83,83,90,86,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,99,31,43,43,83,69,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,12,100,42,51,51,69,84,2
5학년,초등학교,남자,O다리 / X다리 위험군,Lv 2 적극 재활 단계,20,100,71,95,95,61,49,2
5학년,초등학교,남자,O다리 / X다리 위험군,Lv 2 적극 재활 단계,15,100,76,36,36,80,68,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,97,59,39,39,65,89,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,11,100,41,63,63,94,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,98,62,60,60,98,54,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,100,50,90,90,84,69,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,87,63,81,81,87,87,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,99,46,36,36,74,66,2
5학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,13,100,71,89,89,84,95,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,67,67,67,78,92,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,71,47,47,83,94,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,82,69,38,38,61,97,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,97,37,87,87,80,82,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,79,45,85,85,94,92,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,90,32,94,94,91,95,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,100,43,95,95,98,83,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,76,32,43,43,90,72,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,100,52,34,34,87,50,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,34,64,64,81,91,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,83,54,91,91,83,90,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,86,65,36,36,65,87,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,92,70,85,85,78,91,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,90,49,76,76,84,76,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,66,58,58,99,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,78,53,66,66,81,92,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,99,41,95,95,100,85,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,92,54,71,71,98,75,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,73,92,41,41,65,91,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,78,65,75,75,88,92,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,93,38,64,64,76,81,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,100,66,69,69,94,82,1
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,97,39,76,76,80,95,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,33,60,60,86,74,2
